id,rodada,mandante,visitante,placar,vencedor,estadio,visitante_estado,ano
1444,31,Athletico-PR,Brasiliense,4x0,Athletico-PR, Arena da Baixada,DF,2005
1445,31,Paysandu,Coritiba,2x1,Paysandu,  Curuzu*(PF),PR,2005
1302,18,Vasco,Figueirense,3x3,Empate, São Januário,SC,2005
1313,19,Cruzeiro,Botafogo-RJ,2x2,Empate, Mineirão,RJ,2005
1324,20,Juventude,Fluminense,3x4,Fluminense, Alfredo Jaconi,RJ,2005
1280,16,Santos,Corinthians,2x3,Corinthians, Vila Belmiro,SP,2005
1446,32,Fluminense,Botafogo-RJ,3x2,Fluminense,  Raulino de Oliveira,RJ,2005
1447,32,Fortaleza,Paysandu,1x2,Paysandu, Castelão,PA,2005
1448,32,Brasiliense,Juventude,1x0,Brasiliense,  Boca do Jacaré,RS,2005
1449,32,Figueirense,Parana,2x0,Figueirense, Orlando Scarpelli,PR,2005
1450,32,Coritiba,Athletico-PR,1x2,Athletico-PR, Couto Pereira,PR,2005
1451,32,Internacional,Vasco,3x1,Internacional, Beira Rio,RJ,2005
1452,32,Palmeiras,Corinthians,1x1,Empate, Morumbi,SP,2005
1453,32,Atletico-MG,Cruzeiro,0x1,Cruzeiro, Mineirão,MG,2005
1454,32,Flamengo,Sao Paulo,1x6,Sao Paulo,  Luso Brasileiro,SP,2005
1455,32,Santos,Goias,1x1,Empate, Vila Belmiro,GO,2005
1456,32,Ponte Preta,Sao Caetano,1x2,Sao Caetano, Moisés Lucarelli,SP,2005
1137,3,Vasco,Botafogo-RJ,1x0,Vasco, São Januário,RJ,2005
1214,10,Ponte Preta,Sao Paulo,2x0,Ponte Preta, Moisés Lucarelli,SP,2005
1236,12,Paysandu,Cruzeiro,4x1,Paysandu, Mangueirão,MG,2005
1258,14,Juventude,Figueirense,2x2,Empate, Alfredo Jaconi,SC,2005
1457,33,Brasiliense,Goias,1x2,Goias,  Boca do Jacaré,GO,2005
1458,33,Sao Caetano,Fluminense,2x2,Empate, Anacleto Campanella,RJ,2005
1459,33,Vasco,Flamengo,2x1,Vasco, São Januário,RJ,2005
1460,33,Corinthians,Parana,1x0,Corinthians, Pacaembu,PR,2005
1461,33,Fortaleza,Palmeiras,1x1,Empate, Castelão,SP,2005
1462,33,Athletico-PR,Atletico-MG,2x0,Athletico-PR, Arena da Baixada,MG,2005
1463,33,Juventude,Internacional,2x1,Juventude, Alfredo Jaconi,RS,2005
1464,33,Cruzeiro,Paysandu,4x3,Cruzeiro, Mineirão,PA,2005
1465,33,Figueirense,Ponte Preta,4x0,Figueirense, Orlando Scarpelli,SP,2005
1466,33,Botafogo-RJ,Coritiba,2x0,Botafogo-RJ,  Luso Brasileiro,PR,2005
1467,33,Sao Paulo,Santos,1x2,Santos, Morumbi,SP,2005
1368,24,Sao Paulo,Corinthians,1x1,Empate, Morumbi,SP,2005
1379,25,Fluminense,Brasiliense,1x1,Empate,  Raulino de Oliveira,DF,2005
1468,34,Coritiba,Cruzeiro,0x3,Cruzeiro, Couto Pereira,MG,2005
1469,34,Goias,Internacional,0x1,Internacional, Serra Dourada,RS,2005
1470,34,Atletico-MG,Fortaleza,2x3,Fortaleza, Mineirão,CE,2005
1471,34,Palmeiras,Figueirense,2x2,Empate,  Parque Antártica,SC,2005
1472,34,Vasco,Santos,1x3,Santos, São Januário,SP,2005
1473,34,Juventude,Flamengo,2x2,Empate, Alfredo Jaconi,RJ,2005
1474,34,Sao Paulo,Brasiliense,1x2,Brasiliense, Morumbi,DF,2005
1475,34,Fluminense,Athletico-PR,4x1,Fluminense,  Raulino de Oliveira,PR,2005
1476,34,Paysandu,Corinthians,0x2,Corinthians, Mangueirão,SP,2005
1477,34,Ponte Preta,Botafogo-RJ,0x1,Botafogo-RJ, Moisés Lucarelli,RJ,2005
1335,21,Internacional,Coritiba,3x2,Internacional, Beira Rio,PR,2005
1478,34,Parana,Sao Caetano,1x3,Sao Caetano, Pinheirão,SP,2005
1479,35,Figueirense,Juventude,4x3,Figueirense, Orlando Scarpelli,RS,2005
1480,35,Fortaleza,Goias,1x1,Empate, Castelão,GO,2005
1481,35,Atletico-MG,Palmeiras,1x3,Palmeiras, Mineirão,SP,2005
1482,35,Santos,Cruzeiro,1x2,Cruzeiro,  Parque Antártica*(PF),MG,2005
1483,35,Athletico-PR,Parana,2x1,Athletico-PR, Arena da Baixada,PR,2005
1484,35,Corinthians,Vasco,1x1,Empate, Pacaembu,RJ,2005
1485,35,Sao Caetano,Sao Paulo,0x1,Sao Paulo, Anacleto Campanella,SP,2005
1486,35,Fluminense,Ponte Preta,4x3,Fluminense,  Raulino de Oliveira,SP,2005
1487,35,Brasiliense,Botafogo-RJ,0x0,Empate,  Boca do Jacaré,RJ,2005
1488,35,Internacional,Paysandu,1x0,Internacional, Beira Rio,PA,2005
1489,35,Flamengo,Coritiba,2x1,Flamengo,  Luso Brasileiro,PR,2005
1490,36,Sao Paulo,Atletico-MG,2x2,Empate, Morumbi,MG,2005
1491,36,Juventude,Fortaleza,2x0,Juventude, Alfredo Jaconi,CE,2005
1492,36,Ponte Preta,Santos,2x1,Ponte Preta, Moisés Lucarelli,SP,2005
1493,36,Cruzeiro,Corinthians,2x1,Cruzeiro, Mineirão,SP,2005
1494,36,Goias,Fluminense,1x2,Fluminense, Serra Dourada,RJ,2005
1495,36,Coritiba,Figueirense,4x1,Coritiba, Couto Pereira,SC,2005
1496,36,Palmeiras,Flamengo,0x1,Flamengo,  Parque Antártica,RJ,2005
1497,36,Vasco,Athletico-PR,2x1,Vasco, São Januário,PR,2005
1498,36,Botafogo-RJ,Sao Caetano,1x0,Botafogo-RJ,  Luso Brasileiro,SP,2005
1499,36,Parana,Internacional,3x1,Parana,  Olímpico Regional,RS,2005
1500,36,Paysandu,Brasiliense,2x1,Paysandu, Mangueirão,DF,2005
1501,37,Sao Paulo,Juventude,3x1,Sao Paulo, Morumbi,RS,2005
1502,37,Fortaleza,Cruzeiro,3x1,Fortaleza, Castelão,MG,2005
1503,37,Flamengo,Botafogo-RJ,3x1,Flamengo,  Raulino de Oliveira,RJ,2005
1504,37,Sao Caetano,Vasco,1x2,Vasco, Anacleto Campanella,RJ,2005
1505,37,Corinthians,Santos,7x1,Corinthians, Pacaembu,SP,2005
1506,37,Internacional,Ponte Preta,2x1,Internacional, Beira Rio,SP,2005
1507,37,Parana,Paysandu,2x0,Parana, Pinheirão,PA,2005
1508,37,Atletico-MG,Goias,1x2,Goias, Mineirão,GO,2005
1509,37,Fluminense,Figueirense,2x0,Fluminense, São Januário,SC,2005
1510,37,Athletico-PR,Palmeiras,4x0,Athletico-PR, Arena da Baixada,SP,2005
1511,37,Brasiliense,Coritiba,1x1,Empate,  Boca do Jacaré,PR,2005
1512,38,Palmeiras,Sao Paulo,2x1,Palmeiras, Pacaembu,SP,2005
1513,38,Botafogo-RJ,Parana,2x0,Botafogo-RJ,  Luso Brasileiro,PR,2005
1514,38,Paysandu,Atletico-MG,0x2,Atletico-MG, Mangueirão,MG,2005
1515,38,Figueirense,Fortaleza,1x0,Figueirense, Orlando Scarpelli,CE,2005
1516,38,Goias,Athletico-PR,4x2,Goias, Serra Dourada,PR,2005
1517,38,Ponte Preta,Flamengo,2x2,Empate, Moisés Lucarelli,RJ,2005
1518,38,Coritiba,Corinthians,0x1,Corinthians, Couto Pereira,SP,2005
1519,38,Vasco,Fluminense,2x0,Vasco, São Januário,RJ,2005
1520,38,Cruzeiro,Brasiliense,1x0,Cruzeiro, Mineirão,DF,2005
1521,38,Juventude,Sao Caetano,3x1,Juventude,  Centenário*(PF),SP,2005
1522,38,Santos,Internacional,0x4,Internacional,  A.Campanella*(PF),RS,2005
1523,39,Palmeiras,Juventude,3x2,Palmeiras,  Parque Antártica,RS,2005
1524,39,Flamengo,Fortaleza,3x0,Flamengo,  Luso Brasileiro,CE,2005
1525,39,Goias,Sao Paulo,3x0,Goias, Serra Dourada,SP,2005
1526,39,Internacional,Brasiliense,1x0,Internacional, Beira Rio,DF,2005
1527,39,Sao Caetano,Corinthians,1x0,Sao Caetano, Anacleto Campanella,SP,2005
1528,39,Santos,Parana,0x0,Empate,  Pacaembu*(PF),PR,2005
1529,39,Figueirense,Vasco,5x1,Figueirense, Orlando Scarpelli,RJ,2005
1530,39,Paysandu,Botafogo-RJ,2x0,Paysandu, Mangueirão,RJ,2005
1531,39,Coritiba,Ponte Preta,2x1,Coritiba, Couto Pereira,SP,2005
1532,39,Cruzeiro,Athletico-PR,1x2,Athletico-PR, Mineirão,PR,2005
1533,39,Fluminense,Atletico-MG,0x2,Atletico-MG,  Raulino de Oliveira,MG,2005
1534,40,Sao Paulo,Figueirense,4x2,Sao Paulo, Morumbi,SC,2005
1535,40,Juventude,Goias,2x1,Juventude, Alfredo Jaconi,GO,2005
1536,40,Brasiliense,Santos,1x0,Brasiliense,  Mané Garrincha,SP,2005
1537,40,Parana,Flamengo,0x1,Flamengo, Pinheirão,RJ,2005
1538,40,Corinthians,Internacional,1x1,Empate, Pacaembu,RS,2005
1539,40,Athletico-PR,Sao Caetano,2x2,Empate, Arena da Baixada,SP,2005
1540,40,Vasco,Paysandu,4x0,Vasco, São Januário,PA,2005
1541,40,Atletico-MG,Coritiba,1x0,Atletico-MG, Mineirão,PR,2005
1542,40,Fortaleza,Fluminense,5x1,Fortaleza, Castelão,RJ,2005
1543,40,Ponte Preta,Palmeiras,2x6,Palmeiras, Moisés Lucarelli,SP,2005
1544,40,Botafogo-RJ,Cruzeiro,2x1,Botafogo-RJ,  Luso Brasileiro,MG,2005
1545,41,Atletico-MG,Vasco,0x0,Empate, Mineirão,RJ,2005
1546,41,Brasiliense,Figueirense,0x2,Figueirense,  Boca do Jacaré,SC,2005
1547,41,Athletico-PR,Paysandu,3x2,Athletico-PR, Arena da Baixada,PA,2005
1548,41,Sao Caetano,Coritiba,1x1,Empate, Anacleto Campanella,PR,2005
1549,41,Internacional,Palmeiras,2x1,Internacional, Beira Rio,SP,2005
1550,41,Parana,Cruzeiro,2x0,Parana, Pinheirão,MG,2005
1551,41,Fluminense,Juventude,1x2,Juventude,  Raulino de Oliveira,RS,2005
1552,41,Corinthians,Ponte Preta,3x1,Corinthians, Pacaembu,SP,2005
1553,41,Fortaleza,Sao Paulo,1x0,Fortaleza, Castelão,SP,2005
1554,41,Flamengo,Goias,0x0,Empate,  Luso Brasileiro,GO,2005
1555,41,Santos,Botafogo-RJ,2x1,Santos, Vila Belmiro,RJ,2005
1556,42,Sao Paulo,Athletico-PR,3x1,Sao Paulo, Morumbi,PR,2005
1557,42,Paysandu,Flamengo,1x4,Flamengo, Mangueirão,RJ,2005
1558,42,Figueirense,Santos,3x1,Figueirense, Orlando Scarpelli,SP,2005
1559,42,Ponte Preta,Brasiliense,3x1,Ponte Preta, Moisés Lucarelli,DF,2005
1560,42,Vasco,Parana,3x1,Vasco, São Januário,PR,2005
1561,42,Coritiba,Internacional,1x0,Coritiba, Couto Pereira,RS,2005
1562,42,Palmeiras,Fluminense,3x2,Palmeiras,  Parque Antártica,RJ,2005
1563,42,Juventude,Atletico-MG,1x3,Atletico-MG, Alfredo Jaconi,MG,2005
1564,42,Cruzeiro,Sao Caetano,1x3,Sao Caetano, Mineirão,SP,2005
1565,42,Botafogo-RJ,Fortaleza,2x0,Botafogo-RJ,  Luso Brasileiro,CE,2005
1566,42,Goias,Corinthians,3x2,Goias, Serra Dourada,SP,2005
1567,1,Juventude,Parana,1x0,Juventude, Alfredo Jaconi,PR,2006
1568,1,Vasco,Internacional,1x1,Empate, São Januário,RS,2006
1569,1,Sao Paulo,Flamengo,1x0,Sao Paulo, Morumbi,RJ,2006
1570,1,Gremio,Corinthians,2x0,Gremio, Olímpico,SP,2006
1571,1,Botafogo-RJ,Fortaleza,1x0,Botafogo-RJ, Maracanã,CE,2006
1572,1,Sao Caetano,Cruzeiro,2x1,Sao Caetano, Anacleto Campanella,MG,2006
1573,1,Palmeiras,Ponte Preta,2x3,Ponte Preta,  Parque Antártica,SP,2006
1574,1,Santa Cruz,Figueirense,0x0,Empate,  Arruda,SC,2006
1575,1,Athletico-PR,Fluminense,1x2,Fluminense,  Kyocera Arena,RJ,2006
1576,1,Goias,Santos,0x0,Empate, Serra Dourada,SP,2006
1577,2,Corinthians,Sao Caetano,3x0,Corinthians, Pacaembu,SP,2006
1578,2,Fluminense,Goias,1x0,Fluminense, Maracanã,GO,2006
1579,2,Figueirense,Palmeiras,6x1,Figueirense, Orlando Scarpelli,SP,2006
1580,2,Internacional,Santa Cruz,1x0,Internacional, Beira Rio,PE,2006
1581,2,Santos,Athletico-PR,2x0,Santos,  Papa J.Paulo II (*PF),PR,2006
1582,2,Ponte Preta,Vasco,1x2,Vasco, Moisés Lucarelli,RJ,2006
1583,2,Flamengo,Juventude,3x1,Flamengo, Maracanã,RS,2006
1584,2,Cruzeiro,Gremio,3x1,Cruzeiro, Mineirão,RS,2006
1585,2,Parana,Botafogo-RJ,0x0,Empate, Pinheirão,RJ,2006
1586,2,Fortaleza,Sao Paulo,1x0,Fortaleza, Castelão,SP,2006
1587,3,Fortaleza,Sao Caetano,2x1,Fortaleza, Castelão,SP,2006
1588,3,Botafogo-RJ,Athletico-PR,0x4,Athletico-PR, Maracanã,PR,2006
1589,3,Sao Paulo,Santa Cruz,4x0,Sao Paulo, Morumbi,PE,2006
1590,3,Ponte Preta,Corinthians,3x2,Ponte Preta, Moisés Lucarelli,SP,2006
1591,3,Internacional,Flamengo,1x0,Internacional, Beira Rio,RJ,2006
1592,3,Parana,Gremio,5x2,Parana, Pinheirão,RS,2006
1593,3,Palmeiras,Santos,1x2,Santos,  Parque Antártica,SP,2006
1594,3,Vasco,Fluminense,1x1,Empate, São Januário,RJ,2006
1595,3,Juventude,Goias,1x1,Empate, Alfredo Jaconi,GO,2006
1596,3,Figueirense,Cruzeiro,0x2,Cruzeiro, Orlando Scarpelli,MG,2006
1597,4,Santa Cruz,Ponte Preta,1x1,Empate,  Arruda,SP,2006
1598,4,Fluminense,Parana,2x1,Fluminense, Maracanã,PR,2006
1599,4,Santos,Fortaleza,2x0,Santos,  Bruno J.Daniel (*PF),CE,2006
1600,4,Gremio,Vasco,1x2,Vasco, Olímpico,RJ,2006
1601,4,Sao Caetano,Palmeiras,2x0,Sao Caetano, Anacleto Campanella,SP,2006
1602,4,Athletico-PR,Internacional,1x2,Internacional,  Kyocera Arena,RS,2006
1603,4,Corinthians,Sao Paulo,1x3,Sao Paulo,Teixeirão,SP,2006
1604,4,Flamengo,Botafogo-RJ,1x0,Flamengo, Maracanã,RJ,2006
1605,4,Goias,Figueirense,2x1,Goias, Serra Dourada,SC,2006
1606,4,Cruzeiro,Juventude,2x0,Cruzeiro, Mineirão,RS,2006
1607,5,Sao Caetano,Juventude,0x2,Juventude, Anacleto Campanella,RS,2006
1608,5,Botafogo-RJ,Gremio,2x2,Empate, Maracanã,RS,2006
1609,5,Santos,Ponte Preta,3x1,Santos, Vila Belmiro,SP,2006
1610,5,Santa Cruz,Athletico-PR,1x2,Athletico-PR,  Arruda,PR,2006
1611,5,Internacional,Sao Paulo,3x1,Internacional, Beira Rio,SP,2006
1612,5,Figueirense,Fluminense,1x0,Figueirense, Orlando Scarpelli,RJ,2006
1613,5,Palmeiras,Cruzeiro,1x1,Empate,  Parque Antártica,MG,2006
1614,5,Flamengo,Fortaleza,0x0,Empate, Maracanã,CE,2006
1615,5,Parana,Corinthians,1x2,Corinthians,  Willie Davids,SP,2006
1616,5,Goias,Vasco,2x0,Goias, Serra Dourada,RJ,2006
1617,6,Athletico-PR,Goias,2x3,Goias,  Kyocera Arena,GO,2006
1618,6,Fortaleza,Parana,1x1,Empate, Castelão,PR,2006
1619,6,Internacional,Figueirense,2x4,Figueirense, Beira Rio,SC,2006
1620,6,Sao Paulo,Sao Caetano,1x0,Sao Paulo, Morumbi,SP,2006
1621,6,Palmeiras,Santa Cruz,2x1,Palmeiras,  Parque Antártica,PE,2006
1622,6,Cruzeiro,Flamengo,2x1,Cruzeiro, Mineirão,RJ,2006
1623,6,Vasco,Corinthians,2x4,Corinthians, São Januário,SP,2006
1624,6,Ponte Preta,Gremio,1x1,Empate, Moisés Lucarelli,RS,2006
1625,6,Fluminense,Santos,1x0,Fluminense, Maracanã,SP,2006
1626,6,Juventude,Botafogo-RJ,1x0,Juventude, Alfredo Jaconi,RJ,2006
1627,7,Cruzeiro,Ponte Preta,5x1,Cruzeiro, Mineirão,SP,2006
1628,7,Parana,Figueirense,0x0,Empate, Pinheirão,SC,2006
1629,7,Juventude,Santa Cruz,4x1,Juventude, Alfredo Jaconi,PE,2006
1630,7,Sao Paulo,Palmeiras,4x1,Sao Paulo, Morumbi,SP,2006
1631,7,Sao Caetano,Athletico-PR,2x1,Sao Caetano, Anacleto Campanella,PR,2006
1632,7,Fortaleza,Fluminense,2x5,Fluminense, Castelão,RJ,2006
1633,7,Flamengo,Santos,2x2,Empate, Maracanã,SP,2006
1634,7,Botafogo-RJ,Vasco,4x1,Botafogo-RJ, Maracanã,RJ,2006
1635,7,Gremio,Goias,2x0,Gremio, Olímpico,GO,2006
1636,7,Corinthians,Internacional,0x1,Internacional, Morumbi,RS,2006
1637,8,Athletico-PR,Juventude,1x0,Athletico-PR,  Kyocera Arena,RS,2006
1638,8,Figueirense,Fortaleza,0x0,Empate, Orlando Scarpelli,CE,2006
1639,8,Ponte Preta,Parana,2x5,Parana, Moisés Lucarelli,PR,2006
1640,8,Santos,Corinthians,2x0,Santos, Vila Belmiro,SP,2006
1641,8,Internacional,Cruzeiro,1x1,Empate, Beira Rio,MG,2006
1642,8,Santa Cruz,Botafogo-RJ,1x1,Empate,  Arruda,RJ,2006
1643,8,Fluminense,Flamengo,1x0,Fluminense, Maracanã,RJ,2006
1644,8,Palmeiras,Gremio,0x1,Gremio,  Parque Antártica,RS,2006
1645,8,Goias,Sao Caetano,2x1,Goias, Serra Dourada,SP,2006
1646,8,Vasco,Sao Paulo,1x1,Empate, São Januário,SP,2006
1647,9,Cruzeiro,Athletico-PR,1x1,Empate, Mineirão,PR,2006
1648,9,Fortaleza,Vasco,1x1,Empate, Castelão,RJ,2006
1649,9,Juventude,Ponte Preta,0x1,Ponte Preta, Alfredo Jaconi,SP,2006
1650,9,Sao Caetano,Internacional,1x1,Empate, Anacleto Campanella,RS,2006
1651,9,Sao Paulo,Fluminense,1x0,Sao Paulo, Morumbi,RJ,2006
1652,9,Gremio,Santos,1x0,Gremio, Olímpico,SP,2006
1653,9,Flamengo,Palmeiras,2x1,Flamengo, Maracanã,SP,2006
1654,9,Botafogo-RJ,Figueirense,2x3,Figueirense, Maracanã,SC,2006
1655,9,Parana,Santa Cruz,3x0,Parana, Pinheirão,PE,2006
1656,9,Corinthians,Goias,0x1,Goias, Morumbi,GO,2006
1657,10,Fluminense,Internacional,2x3,Internacional, Maracanã,RS,2006
1658,10,Fortaleza,Cruzeiro,0x2,Cruzeiro, Castelão,MG,2006
1659,10,Gremio,Sao Caetano,1x1,Empate, Olímpico,SP,2006
1660,10,Corinthians,Flamengo,0x2,Flamengo, Morumbi,RJ,2006
1661,10,Vasco,Santa Cruz,2x1,Vasco, São Januário,PE,2006
1662,10,Ponte Preta,Figueirense,3x0,Ponte Preta, Moisés Lucarelli,SC,2006
1663,10,Athletico-PR,Palmeiras,2x0,Athletico-PR,  Kyocera Arena,SP,2006
1664,10,Goias,Parana,1x2,Parana, Serra Dourada,PR,2006
1665,10,Juventude,Sao Paulo,1x1,Empate, Alfredo Jaconi,SP,2006
1666,10,Santos,Botafogo-RJ,0x0,Empate, Vila Belmiro,RJ,2006
1667,11,Internacional,Ponte Preta,2x0,Internacional, Beira Rio,SP,2006
1668,11,Athletico-PR,Fortaleza,0x0,Empate,  Kyocera Arena,CE,2006
1669,11,Fluminense,Juventude,3x2,Fluminense,  Raulino de Oliveira,RS,2006
1670,11,Sao Paulo,Gremio,2x1,Sao Paulo, Morumbi,RS,2006
1671,11,Figueirense,Santos,2x1,Figueirense, Orlando Scarpelli,SP,2006
1672,11,Sao Caetano,Botafogo-RJ,1x1,Empate, Anacleto Campanella,RJ,2006
1673,11,Cruzeiro,Corinthians,2x0,Cruzeiro, Mineirão,SP,2006
1674,11,Santa Cruz,Goias,2x1,Santa Cruz,  Arruda,GO,2006
1675,11,Flamengo,Parana,1x4,Parana,  Raulino de Oliveira,PR,2006
1676,11,Palmeiras,Vasco,4x2,Palmeiras,  Parque Antártica,RJ,2006
1677,12,Botafogo-RJ,Ponte Preta,4x1,Botafogo-RJ,  Raulino de Oliveira,SP,2006
1678,12,Sao Paulo,Figueirense,2x1,Sao Paulo, Morumbi,SC,2006
1679,12,Gremio,Fluminense,4x4,Empate, Olímpico,RJ,2006
1680,12,Palmeiras,Corinthians,1x0,Palmeiras, Morumbi,SP,2006
1681,12,Sao Caetano,Santos,2x0,Sao Caetano, Anacleto Campanella,SP,2006
1682,12,Cruzeiro,Goias,0x0,Empate, Mineirão,GO,2006
