id,rodada,mandante,visitante,placar,vencedor,estadio,visitante_estado,ano
4708,10,Coritiba,Figueirense,0x2,Figueirense, Couto Pereira,SC,2014
4709,10,Sport,Botafogo-RJ,1x0,Sport,Adelmar da Costa Carvalho,RJ,2014
4710,10,Criciuma,Fluminense,3x2,Criciuma,Estádio Heriberto Hülse,RJ,2014
4711,10,Bahia,Sao Paulo,0x2,Sao Paulo,Itaipava Arena Fonte Nova,SP,2014
4712,10,Flamengo,Athletico-PR,1x2,Athletico-PR,Moacyrzão,PR,2014
4713,10,Corinthians,Internacional,2x1,Corinthians,Neo Química Arena,RS,2014
4714,10,Santos,Palmeiras,2x0,Santos,Estádio Urbano Caldeira,SP,2014
4715,10,Cruzeiro,Vitoria,3x1,Cruzeiro, Mineirão,BA,2014
4717,11,Sao Paulo,Chapecoense,0x1,Chapecoense, Morumbi,SC,2014
4718,11,Figueirense,Gremio,0x1,Gremio, Orlando Scarpelli,RS,2014
4719,11,Atletico-MG,Bahia,1x1,Empate,Estádio Raimundo Sampaio,BA,2014
4720,11,Botafogo-RJ,Coritiba,1x0,Botafogo-RJ,Estádio Municipal General Raulino de Oliveira,PR,2014
4721,11,Internacional,Flamengo,4x0,Internacional,Estádio José Pinheiro Borda,RJ,2014
4722,11,Palmeiras,Cruzeiro,1x2,Cruzeiro,Estádio Municipal Paulo Machado de Carvalho,MG,2014
4723,11,Vitoria,Corinthians,0x0,Empate, Barradão,SP,2014
4724,11,Athletico-PR,Criciuma,2x0,Athletico-PR,Estádio Joaquim Américo Guimarães,SC,2014
4725,11,Fluminense,Santos,1x0,Fluminense,Estádio Municipal General Raulino de Oliveira,SP,2014
4726,11,Goias,Sport,0x0,Empate,Estádio do Governo do Estado de Goiás (Serra Dourada),PE,2014
4727,12,Santos,Chapecoense,3x0,Santos,Estádio Urbano Caldeira,SC,2014
4728,12,Cruzeiro,Figueirense,5x0,Cruzeiro, Mineirão,SC,2014
4729,12,Criciuma,Vitoria,1x3,Vitoria,Estádio Heriberto Hülse,BA,2014
4730,12,Bahia,Internacional,0x1,Internacional,Itaipava Arena Fonte Nova,RS,2014
4731,12,Goias,Sao Paulo,2x1,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),SP,2014
4732,12,Athletico-PR,Fluminense,0x3,Fluminense,Estádio Joaquim Américo Guimarães,RJ,2014
4733,12,Corinthians,Palmeiras,2x0,Corinthians,Neo Química Arena,SP,2014
4734,12,Sport,Atletico-MG,2x1,Sport,Adelmar da Costa Carvalho,MG,2014
4735,12,Flamengo,Botafogo-RJ,1x0,Flamengo, Maracanã,RJ,2014
4736,12,Gremio,Coritiba,2x3,Coritiba,Arena do Grêmio,PR,2014
4737,13,Botafogo-RJ,Cruzeiro,1x1,Empate, Maracanã,MG,2014
4738,13,Sao Paulo,Criciuma,1x1,Empate, Morumbi,SC,2014
4739,13,Vitoria,Gremio,2x1,Vitoria, Barradão,RS,2014
4740,13,Palmeiras,Bahia,1x1,Empate,Estádio Municipal Paulo Machado de Carvalho,BA,2014
4741,13,Chapecoense,Flamengo,1x0,Chapecoense,Arena Condá,RJ,2014
4742,13,Coritiba,Corinthians,0x0,Empate, Couto Pereira,SP,2014
4743,13,Figueirense,Sport,3x0,Figueirense, Orlando Scarpelli,PE,2014
4744,13,Internacional,Santos,1x0,Internacional,Estádio José Pinheiro Borda,SP,2014
4745,13,Fluminense,Goias,2x0,Fluminense, Maracanã,GO,2014
4746,13,Atletico-MG,Athletico-PR,3x1,Atletico-MG,Estádio Raimundo Sampaio,PR,2014
4716,10,Chapecoense,Atletico-MG,1x1,Empate,Arena Condá,MG,2014
4747,14,Criciuma,Cruzeiro,0x0,Empate,Estádio Heriberto Hülse,MG,2014
4748,14,Bahia,Goias,1x0,Bahia,Itaipava Arena Fonte Nova,GO,2014
4749,14,Fluminense,Coritiba,1x1,Empate, Maracanã,PR,2014
4750,14,Flamengo,Sport,1x0,Flamengo, Maracanã,PE,2014
4751,14,Santos,Corinthians,0x1,Corinthians,Estádio Urbano Caldeira,SP,2014
4752,14,Athletico-PR,Botafogo-RJ,2x0,Athletico-PR,Estádio Joaquim Américo Guimarães,RJ,2014
4753,14,Internacional,Gremio,2x0,Internacional,Estádio José Pinheiro Borda,RS,2014
4754,14,Atletico-MG,Palmeiras,2x1,Atletico-MG,Estádio Raimundo Sampaio,SP,2014
4755,14,Chapecoense,Figueirense,0x1,Figueirense,Arena Condá,SC,2014
4756,14,Sao Paulo,Vitoria,3x1,Sao Paulo, Morumbi,BA,2014
4757,15,Goias,Internacional,0x1,Internacional,Estádio do Governo do Estado de Goiás (Serra Dourada),RS,2014
4758,15,Corinthians,Bahia,1x1,Empate,Neo Química Arena,BA,2014
4759,15,Coritiba,Flamengo,0x1,Flamengo, Couto Pereira,RJ,2014
4760,15,Palmeiras,Sao Paulo,1x2,Sao Paulo,Estádio Municipal Paulo Machado de Carvalho,SP,2014
4761,15,Gremio,Criciuma,2x0,Gremio,Arena do Grêmio,SC,2014
4762,15,Cruzeiro,Santos,3x0,Cruzeiro, Mineirão,SP,2014
4763,15,Vitoria,Chapecoense,0x0,Empate, Barradão,SC,2014
4764,15,Botafogo-RJ,Fluminense,2x0,Botafogo-RJ,Estádio Nacional de Brasília,RJ,2014
4765,15,Sport,Athletico-PR,1x1,Empate,Adelmar da Costa Carvalho,PR,2014
4766,15,Figueirense,Atletico-MG,2x2,Empate, Orlando Scarpelli,MG,2014
4767,16,Sport,Palmeiras,2x1,Sport,Arena de Pernambuco,SP,2014
4768,16,Figueirense,Botafogo-RJ,1x0,Figueirense, Orlando Scarpelli,RJ,2014
4769,16,Santos,Athletico-PR,2x0,Santos,Estádio Urbano Caldeira,PR,2014
4770,16,Coritiba,Vitoria,2x0,Coritiba, Couto Pereira,BA,2014
4771,16,Bahia,Criciuma,0x0,Empate,Itaipava Arena Fonte Nova,SC,2014
4772,16,Chapecoense,Fluminense,1x0,Chapecoense,Arena Condá,RJ,2014
4773,16,Flamengo,Atletico-MG,2x1,Flamengo, Maracanã,MG,2014
4774,16,Internacional,Sao Paulo,0x1,Sao Paulo,Estádio José Pinheiro Borda,SP,2014
4775,16,Corinthians,Goias,5x2,Corinthians,Neo Química Arena,GO,2014
4776,16,Cruzeiro,Gremio,1x0,Cruzeiro, Mineirão,RS,2014
4777,17,Atletico-MG,Internacional,1x0,Atletico-MG,Estádio Raimundo Sampaio,RS,2014
4778,17,Botafogo-RJ,Chapecoense,1x0,Botafogo-RJ, Maracanã,SC,2014
4779,17,Palmeiras,Coritiba,1x0,Palmeiras,Estádio Municipal Paulo Machado de Carvalho,PR,2014
4780,17,Gremio,Corinthians,2x1,Gremio,Arena do Grêmio,SP,2014
4781,17,Criciuma,Flamengo,0x2,Flamengo,Estádio Heriberto Hülse,RJ,2014
4782,17,Vitoria,Figueirense,0x1,Figueirense, Barradão,SC,2014
4783,17,Sao Paulo,Santos,2x1,Sao Paulo, Morumbi,SP,2014
4784,17,Fluminense,Sport,4x0,Fluminense, Maracanã,PE,2014
4785,17,Goias,Cruzeiro,0x1,Cruzeiro,Estádio do Governo do Estado de Goiás (Serra Dourada),MG,2014
4786,17,Athletico-PR,Bahia,0x0,Empate,Estádio Joaquim Américo Guimarães,BA,2014
4787,18,Palmeiras,Internacional,0x1,Internacional,Estádio Municipal Paulo Machado de Carvalho,RS,2014
4788,18,Cruzeiro,Chapecoense,4x2,Cruzeiro, Mineirão,SC,2014
4789,18,Corinthians,Fluminense,1x1,Empate,Neo Química Arena,RJ,2014
4790,18,Coritiba,Atletico-MG,0x0,Empate, Couto Pereira,MG,2014
4791,18,Sport,Criciuma,2x0,Sport,Adelmar da Costa Carvalho,SC,2014
4792,18,Figueirense,Sao Paulo,1x1,Empate, Orlando Scarpelli,SP,2014
4793,18,Botafogo-RJ,Santos,1x0,Botafogo-RJ, Maracanã,SP,2014
4794,18,Gremio,Bahia,1x0,Gremio,Arena do Grêmio,BA,2014
4795,18,Goias,Athletico-PR,3x1,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),PR,2014
4796,18,Vitoria,Flamengo,1x2,Flamengo, Barradão,RJ,2014
4797,19,Santos,Vitoria,3x1,Santos,Estádio Municipal Paulo Machado de Carvalho,BA,2014
4798,19,Flamengo,Gremio,0x1,Gremio, Maracanã,RS,2014
4799,19,Chapecoense,Goias,0x0,Empate,Arena Condá,GO,2014
4800,19,Sao Paulo,Sport,2x0,Sao Paulo, Morumbi,PE,2014
4801,19,Criciuma,Corinthians,0x0,Empate,Estádio Heriberto Hülse,SP,2014
4802,19,Atletico-MG,Botafogo-RJ,1x0,Atletico-MG,Estádio Raimundo Sampaio,RJ,2014
4803,19,Fluminense,Cruzeiro,3x3,Empate, Maracanã,MG,2014
4804,19,Bahia,Coritiba,0x0,Empate,Itaipava Arena Fonte Nova,PR,2014
4805,19,Athletico-PR,Palmeiras,1x1,Empate,Estádio Joaquim Américo Guimarães,SP,2014
4806,19,Internacional,Figueirense,2x3,Figueirense,Estádio José Pinheiro Borda,SC,2014
4807,20,Gremio,Athletico-PR,1x0,Gremio,Arena do Grêmio,PR,2014
4808,20,Palmeiras,Criciuma,1x0,Palmeiras,Estádio Municipal Paulo Machado de Carvalho,SC,2014
4809,20,Figueirense,Fluminense,1x1,Empate, Orlando Scarpelli,RJ,2014
4810,20,Sport,Santos,3x1,Sport,Arena de Pernambuco,SP,2014
4811,20,Coritiba,Chapecoense,3x0,Coritiba, Couto Pereira,SC,2014
4812,20,Goias,Flamengo,1x0,Goias,Arena Pantanal,RJ,2014
4813,20,Botafogo-RJ,Sao Paulo,2x4,Sao Paulo,Estádio Nacional de Brasília,SP,2014
4814,20,Vitoria,Internacional,2x0,Vitoria, Barradão,RS,2014
4815,20,Corinthians,Atletico-MG,1x0,Corinthians,Neo Química Arena,MG,2014
4816,20,Cruzeiro,Bahia,2x1,Cruzeiro, Mineirão,BA,2014
4817,21,Fluminense,Palmeiras,3x0,Fluminense, Maracanã,SP,2014
4818,21,Chapecoense,Sport,3x1,Chapecoense,Arena Condá,PE,2014
4819,21,Santos,Coritiba,2x1,Santos,Estádio Urbano Caldeira,PR,2014
4820,21,Bahia,Figueirense,3x0,Bahia,Estádio Alberto Oliveira,SC,2014
4821,21,Internacional,Botafogo-RJ,2x0,Internacional,Estádio José Pinheiro Borda,RJ,2014
4822,21,Flamengo,Corinthians,1x0,Flamengo, Maracanã,SP,2014
4823,21,Sao Paulo,Cruzeiro,2x0,Sao Paulo, Morumbi,MG,2014
4824,21,Athletico-PR,Vitoria,2x0,Athletico-PR,Estádio Joaquim Américo Guimarães,BA,2014
4825,21,Atletico-MG,Gremio,0x0,Empate,Estádio Raimundo Sampaio,RS,2014
4826,21,Criciuma,Goias,1x0,Criciuma,Estádio Heriberto Hülse,GO,2014
4827,22,Vitoria,Fluminense,3x1,Vitoria, Barradão,RJ,2014
4828,22,Cruzeiro,Athletico-PR,2x0,Cruzeiro, Mineirão,PR,2014
4829,22,Sport,Internacional,0x0,Empate,Arena de Pernambuco,RS,2014
4830,22,Figueirense,Criciuma,1x1,Empate, Orlando Scarpelli,SC,2014
4831,22,Botafogo-RJ,Bahia,2x3,Bahia, Maracanã,BA,2014
4832,22,Palmeiras,Flamengo,2x2,Empate,Estádio Municipal Paulo Machado de Carvalho,RJ,2014
4833,22,Coritiba,Sao Paulo,3x1,Coritiba, Couto Pereira,SP,2014
4834,22,Corinthians,Chapecoense,1x1,Empate,Neo Química Arena,SC,2014
4835,22,Goias,Atletico-MG,2x3,Atletico-MG,Estádio do Governo do Estado de Goiás (Serra Dourada),MG,2014
4836,22,Gremio,Santos,0x0,Empate,Arena do Grêmio,SP,2014
4837,23,Athletico-PR,Internacional,0x1,Internacional,Estádio Joaquim Américo Guimarães,RS,2014
4838,23,Criciuma,Botafogo-RJ,1x1,Empate,Estádio Heriberto Hülse,RJ,2014
4839,23,Cruzeiro,Atletico-MG,2x3,Atletico-MG, Mineirão,MG,2014
4840,23,Flamengo,Fluminense,1x1,Empate, Maracanã,RJ,2014
4841,23,Sport,Coritiba,1x0,Sport,Adelmar da Costa Carvalho,PR,2014
4842,23,Corinthians,Sao Paulo,3x2,Corinthians,Neo Química Arena,SP,2014
4843,23,Vitoria,Bahia,2x1,Vitoria,Itaipava Arena Fonte Nova,BA,2014
4844,23,Santos,Figueirense,3x1,Santos,Estádio Urbano Caldeira,SC,2014
4845,23,Goias,Palmeiras,6x0,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),SP,2014
4846,23,Gremio,Chapecoense,1x0,Gremio,Arena do Grêmio,SC,2014
4847,24,Internacional,Criciuma,3x0,Internacional,Estádio José Pinheiro Borda,SC,2014
4848,24,Coritiba,Cruzeiro,1x2,Cruzeiro, Couto Pereira,MG,2014
4849,24,Bahia,Sport,1x0,Bahia,Itaipava Arena Fonte Nova,PE,2014
4850,24,Chapecoense,Athletico-PR,3x0,Chapecoense,Arena Condá,PR,2014
4851,24,Sao Paulo,Flamengo,2x2,Empate, Morumbi,RJ,2014
4852,24,Figueirense,Corinthians,1x0,Figueirense, Orlando Scarpelli,SP,2014
4853,24,Fluminense,Gremio,0x0,Empate, Maracanã,RS,2014
4854,24,Palmeiras,Vitoria,2x0,Palmeiras,Estádio Municipal Paulo Machado de Carvalho,BA,2014
4855,24,Botafogo-RJ,Goias,1x0,Botafogo-RJ, Maracanã,GO,2014
4856,24,Atletico-MG,Santos,3x2,Atletico-MG,Estádio Raimundo Sampaio,SP,2014
4857,25,Chapecoense,Criciuma,1x1,Empate,Arena Condá,SC,2014
4858,25,Sport,Cruzeiro,0x0,Empate,Arena de Pernambuco,MG,2014
4859,25,Sao Paulo,Fluminense,1x3,Fluminense, Morumbi,RJ,2014
4860,25,Bahia,Flamengo,2x1,Bahia,Itaipava Arena Fonte Nova,RJ,2014
4861,25,Athletico-PR,Corinthians,1x0,Athletico-PR,Estádio Joaquim Américo Guimarães,SP,2014
4862,25,Botafogo-RJ,Gremio,0x2,Gremio, Maracanã,RS,2014
4863,25,Atletico-MG,Vitoria,2x0,Atletico-MG,Estádio Raimundo Sampaio,BA,2014
4864,25,Figueirense,Palmeiras,3x1,Figueirense, Orlando Scarpelli,SP,2014
4865,25,Internacional,Coritiba,4x2,Internacional,Estádio José Pinheiro Borda,PR,2014
4866,25,Santos,Goias,2x0,Santos,Estádio Municipal Paulo Machado de Carvalho,GO,2014
4867,26,Palmeiras,Chapecoense,4x2,Palmeiras,Estádio Municipal Paulo Machado de Carvalho,SC,2014
4868,26,Flamengo,Santos,0x1,Santos, Maracanã,SP,2014
4869,26,Fluminense,Bahia,1x1,Empate,Estádio Nacional de Brasília,BA,2014
4870,26,Coritiba,Athletico-PR,1x0,Coritiba, Couto Pereira,PR,2014
4871,26,Vitoria,Botafogo-RJ,2x1,Vitoria, Barradão,RJ,2014
4872,26,Gremio,Sao Paulo,0x1,Sao Paulo,Arena do Grêmio,SP,2014
4873,26,Corinthians,Sport,3x0,Corinthians,Neo Química Arena,PE,2014
4874,26,Cruzeiro,Internacional,2x1,Cruzeiro, Mineirão,RS,2014
4875,26,Criciuma,Atletico-MG,3x1,Criciuma,Estádio Heriberto Hülse,MG,2014
4876,26,Goias,Figueirense,1x0,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),SC,2014
4877,27,Botafogo-RJ,Palmeiras,0x1,Palmeiras, Maracanã,SP,2014
4878,27,Coritiba,Criciuma,1x0,Coritiba, Couto Pereira,SC,2014
4879,27,Sao Paulo,Athletico-PR,1x0,Sao Paulo, Morumbi,PR,2014
4880,27,Vitoria,Goias,2x2,Empate, Barradão,GO,2014
4881,27,Cruzeiro,Corinthians,0x1,Corinthians, Mineirão,SP,2014
4882,27,Gremio,Sport,2x0,Gremio,Arena do Grêmio,PE,2014
4883,27,Figueirense,Flamengo,1x2,Flamengo, Orlando Scarpelli,RJ,2014
4884,27,Santos,Bahia,1x0,Santos,Estádio Urbano Caldeira,BA,2014
4885,27,Fluminense,Atletico-MG,0x0,Empate, Maracanã,MG,2014
4886,27,Chapecoense,Internacional,5x0,Chapecoense,Arena Condá,RS,2014
4696,9,Botafogo-RJ,Corinthians,1x0,Botafogo-RJ,Arena da Amazônia,SP,2014
4698,28,Goias,Coritiba,3x0,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),PR,2014
4699,28,Palmeiras,Gremio,2x1,Palmeiras,Estádio Municipal Paulo Machado de Carvalho,RS,2014
4700,28,Flamengo,Cruzeiro,3x0,Flamengo, Maracanã,MG,2014
4701,28,Bahia,Chapecoense,0x1,Chapecoense,Itaipava Arena Fonte Nova,SC,2014
4702,28,Internacional,Fluminense,2x1,Internacional,Estádio José Pinheiro Borda,RJ,2014
4703,28,Atletico-MG,Sao Paulo,1x0,Atletico-MG,Estádio Raimundo Sampaio,SP,2014
4704,28,Athletico-PR,Figueirense,3x0,Athletico-PR,Estádio Joaquim Américo Guimarães,SC,2014
4705,28,Sport,Vitoria,1x2,Vitoria,Adelmar da Costa Carvalho,BA,2014
4706,28,Criciuma,Santos,3x0,Criciuma,Estádio Heriberto Hülse,SP,2014
4887,29,Goias,Gremio,0x0,Empate,Estádio do Governo do Estado de Goiás (Serra Dourada),RS,2014
4888,29,Sao Paulo,Bahia,2x1,Sao Paulo, Morumbi,BA,2014
4889,29,Fluminense,Criciuma,4x2,Fluminense, Maracanã,SC,2014
4890,29,Atletico-MG,Chapecoense,1x0,Atletico-MG,Estádio Raimundo Sampaio,SC,2014
4891,29,Athletico-PR,Flamengo,2x1,Athletico-PR,Estádio Joaquim Américo Guimarães,RJ,2014
4892,29,Figueirense,Coritiba,4x0,Figueirense, Orlando Scarpelli,PR,2014
4893,29,Internacional,Corinthians,1x2,Corinthians,Estádio José Pinheiro Borda,SP,2014
4894,29,Palmeiras,Santos,1x3,Santos,Estádio Municipal Paulo Machado de Carvalho,SP,2014
4895,29,Vitoria,Cruzeiro,0x1,Cruzeiro, Barradão,MG,2014
4896,29,Botafogo-RJ,Sport,1x1,Empate,Estádio Municipal General Raulino de Oliveira,PE,2014
4897,30,Bahia,Atletico-MG,1x1,Empate,Itaipava Arena Fonte Nova,MG,2014
4898,30,Corinthians,Vitoria,2x1,Corinthians,Arena Pantanal,BA,2014
4899,30,Flamengo,Internacional,2x0,Flamengo, Maracanã,RS,2014
4900,30,Criciuma,Athletico-PR,0x1,Athletico-PR,Estádio Heriberto Hülse,PR,2014
4901,30,Cruzeiro,Palmeiras,1x1,Empate, Mineirão,SP,2014
4902,30,Gremio,Figueirense,1x0,Gremio,Arena do Grêmio,SC,2014
4903,30,Coritiba,Botafogo-RJ,2x0,Coritiba, Couto Pereira,RJ,2014
4904,30,Chapecoense,Sao Paulo,0x0,Empate,Arena Condá,SP,2014
4905,30,Santos,Fluminense,0x1,Fluminense,Estádio Urbano Caldeira,RJ,2014
4906,30,Sport,Goias,0x1,Goias,Adelmar da Costa Carvalho,GO,2014
4907,31,Figueirense,Cruzeiro,1x1,Empate, Orlando Scarpelli,MG,2014
4908,31,Palmeiras,Corinthians,1x1,Empate,Estádio Municipal Paulo Machado de Carvalho,SP,2014
4909,31,Fluminense,Athletico-PR,2x1,Fluminense, Maracanã,PR,2014
4910,31,Vitoria,Criciuma,3x1,Vitoria, Barradão,SC,2014
4911,31,Atletico-MG,Sport,3x2,Atletico-MG,Estádio Raimundo Sampaio,PE,2014
4912,31,Chapecoense,Santos,1x1,Empate,Arena Condá,SP,2014
4913,31,Coritiba,Gremio,1x1,Empate, Couto Pereira,RS,2014
4914,31,Internacional,Bahia,2x0,Internacional,Estádio José Pinheiro Borda,BA,2014
4915,31,Botafogo-RJ,Flamengo,2x1,Botafogo-RJ,Arena da Amazônia,RJ,2014
4916,31,Sao Paulo,Goias,3x0,Sao Paulo, Morumbi,GO,2014
4917,32,Goias,Fluminense,0x2,Fluminense,Estádio do Governo do Estado de Goiás (Serra Dourada),RJ,2014
4918,32,Gremio,Vitoria,1x0,Gremio,Arena do Grêmio,BA,2014
4919,32,Corinthians,Coritiba,2x2,Empate,Neo Química Arena,PR,2014
4920,32,Santos,Internacional,1x2,Internacional,Estádio Urbano Caldeira,RS,2014
4921,32,Sport,Figueirense,1x0,Sport,Adelmar da Costa Carvalho,SC,2014
4922,32,Cruzeiro,Botafogo-RJ,2x1,Cruzeiro, Mineirão,RJ,2014
4923,32,Criciuma,Sao Paulo,1x2,Sao Paulo,Estádio Heriberto Hülse,SP,2014
4924,32,Athletico-PR,Atletico-MG,1x0,Athletico-PR,Estádio Joaquim Américo Guimarães,MG,2014
4925,32,Flamengo,Chapecoense,3x0,Flamengo, Maracanã,SC,2014
4926,32,Bahia,Palmeiras,0x1,Palmeiras,Itaipava Arena Fonte Nova,SP,2014
4927,33,Coritiba,Fluminense,1x0,Coritiba, Couto Pereira,RJ,2014
4928,33,Palmeiras,Atletico-MG,0x2,Atletico-MG,Estádio Municipal Paulo Machado de Carvalho,MG,2014
4929,33,Botafogo-RJ,Athletico-PR,0x2,Athletico-PR,Estádio Municipal General Raulino de Oliveira,PR,2014
4930,33,Vitoria,Sao Paulo,1x2,Sao Paulo, Barradão,SP,2014
4931,33,Gremio,Internacional,4x1,Gremio,Arena do Grêmio,RS,2014
4932,33,Figueirense,Chapecoense,1x0,Figueirense, Orlando Scarpelli,SC,2014
4933,33,Sport,Flamengo,2x2,Empate,Arena de Pernambuco,RJ,2014
4934,33,Corinthians,Santos,1x0,Corinthians,Neo Química Arena,SP,2014
4935,33,Cruzeiro,Criciuma,3x1,Cruzeiro, Mineirão,SC,2014
4936,33,Goias,Bahia,3x0,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),BA,2014
4937,35,Sao Paulo,Internacional,1x1,Empate, Morumbi,RS,2014
4947,34,Criciuma,Gremio,0x3,Gremio,Estádio Heriberto Hülse,RS,2014
4948,34,Fluminense,Botafogo-RJ,1x0,Fluminense, Maracanã,RJ,2014
4949,34,Bahia,Corinthians,1x2,Corinthians,Itaipava Arena Fonte Nova,SP,2014
4950,34,Athletico-PR,Sport,0x1,Sport,Estádio Joaquim Américo Guimarães,PE,2014
4951,34,Flamengo,Coritiba,3x2,Flamengo, Maracanã,PR,2014
4952,34,Santos,Cruzeiro,0x1,Cruzeiro,Estádio Urbano Caldeira,MG,2014
4953,34,Internacional,Goias,1x0,Internacional,Estádio José Pinheiro Borda,GO,2014
4954,34,Chapecoense,Vitoria,0x1,Vitoria,Arena Condá,BA,2014
4955,34,Sao Paulo,Palmeiras,2x0,Sao Paulo, Morumbi,SP,2014
4956,34,Atletico-MG,Figueirense,1x1,Empate,Estádio Raimundo Sampaio,SC,2014
4938,35,Botafogo-RJ,Figueirense,0x1,Figueirense,Estádio Vasco da Gama,SC,2014
4939,35,Athletico-PR,Santos,1x1,Empate,Estádio Joaquim Américo Guimarães,SP,2014
4940,35,Goias,Corinthians,0x1,Corinthians, Mangueirão,SP,2014
4941,35,Vitoria,Coritiba,1x1,Empate, Barradão,PR,2014
4942,35,Criciuma,Bahia,0x1,Bahia,Estádio Heriberto Hülse,BA,2014
4943,35,Atletico-MG,Flamengo,4x0,Atletico-MG,Estádio Raimundo Sampaio,RJ,2014
4944,35,Palmeiras,Sport,0x2,Sport,Allianz Parque,PE,2014
4945,35,Fluminense,Chapecoense,1x4,Chapecoense, Maracanã,SC,2014
4946,35,Gremio,Cruzeiro,1x2,Cruzeiro,Arena do Grêmio,MG,2014
4957,36,Internacional,Atletico-MG,2x1,Internacional,Estádio José Pinheiro Borda,MG,2014
4958,36,Bahia,Athletico-PR,1x2,Athletico-PR,Itaipava Arena Fonte Nova,PR,2014
4959,36,Santos,Sao Paulo,0x1,Sao Paulo,Arena Pantanal,SP,2014
4960,36,Flamengo,Criciuma,1x1,Empate,Castelão de São Luís,SC,2014
4961,36,Sport,Fluminense,2x2,Empate,Arena de Pernambuco,RJ,2014
4962,36,Cruzeiro,Goias,2x1,Cruzeiro, Mineirão,GO,2014
4963,36,Figueirense,Vitoria,2x0,Figueirense, Orlando Scarpelli,BA,2014
4964,36,Corinthians,Gremio,1x0,Corinthians,Neo Química Arena,RS,2014
4965,36,Chapecoense,Botafogo-RJ,2x0,Chapecoense,Arena Condá,RJ,2014
4966,36,Coritiba,Palmeiras,2x0,Coritiba, Couto Pereira,SP,2014
4967,37,Criciuma,Sport,2x2,Empate,Estádio Heriberto Hülse,PE,2014
4968,37,Internacional,Palmeiras,3x1,Internacional,Estádio José Pinheiro Borda,SP,2014
4969,37,Flamengo,Vitoria,4x0,Flamengo,Arena da Amazônia,BA,2014
4970,37,Sao Paulo,Figueirense,1x1,Empate, Morumbi,SC,2014
4971,37,Santos,Botafogo-RJ,2x0,Santos,Estádio Urbano Caldeira,RJ,2014
4972,37,Fluminense,Corinthians,5x2,Fluminense, Maracanã,SP,2014
4973,37,Chapecoense,Cruzeiro,1x1,Empate,Arena Condá,MG,2014
4974,37,Atletico-MG,Coritiba,1x2,Coritiba,Estádio Raimundo Sampaio,PR,2014
4975,37,Athletico-PR,Goias,1x0,Athletico-PR,Estádio Joaquim Américo Guimarães,GO,2014
4976,37,Bahia,Gremio,1x0,Bahia,Itaipava Arena Fonte Nova,RS,2014
4977,38,Corinthians,Criciuma,2x1,Corinthians,Neo Química Arena,SC,2014
4978,38,Figueirense,Internacional,1x2,Internacional, Orlando Scarpelli,RS,2014
4979,38,Coritiba,Bahia,3x2,Coritiba, Couto Pereira,BA,2014
4980,38,Vitoria,Santos,0x1,Santos, Barradão,SP,2014
4981,38,Sport,Sao Paulo,1x0,Sport,Arena de Pernambuco,SP,2014
4982,38,Botafogo-RJ,Atletico-MG,0x0,Empate,Estádio Nacional de Brasília,MG,2014
4983,38,Palmeiras,Athletico-PR,1x1,Empate,Allianz Parque,PR,2014
4984,38,Gremio,Flamengo,1x1,Empate,Arena do Grêmio,RJ,2014
4985,38,Cruzeiro,Fluminense,2x1,Cruzeiro, Mineirão,RJ,2014
4986,38,Goias,Chapecoense,4x2,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),SC,2014
4987,1,Chapecoense,Coritiba,2x1,Chapecoense,Arena Condá,PR,2015
4988,1,Palmeiras,Atletico-MG,2x2,Empate,Allianz Parque,MG,2015
4989,1,Fluminense,Joinville,1x0,Fluminense, Maracanã,SC,2015
4990,1,Gremio,Ponte Preta,3x3,Empate,Arena do Grêmio,SP,2015
4991,1,Athletico-PR,Internacional,3x0,Athletico-PR,Estádio Joaquim Américo Guimarães,RS,2015
4992,1,Sao Paulo,Flamengo,2x1,Sao Paulo, Morumbi,RJ,2015
4993,1,Cruzeiro,Corinthians,0x1,Corinthians,Arena Pantanal,SP,2015
4994,1,Sport,Figueirense,4x1,Sport,Adelmar da Costa Carvalho,SC,2015
4995,1,Avai,Santos,1x1,Empate,  Ressacada,SP,2015
4996,1,Vasco,Goias,0x0,Empate,Estádio Vasco da Gama,GO,2015
4997,2,Goias,Athletico-PR,2x0,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),PR,2015
4998,2,Coritiba,Gremio,2x0,Coritiba, Couto Pereira,RS,2015
4999,2,Corinthians,Chapecoense,1x0,Corinthians,Estádio Doutor Adhemar de Barros,SC,2015
5000,2,Figueirense,Vasco,0x0,Empate, Orlando Scarpelli,RJ,2015
5001,2,Atletico-MG,Fluminense,4x1,Atletico-MG,Estádio Nacional de Brasília,RJ,2015
5002,2,Flamengo,Sport,2x2,Empate, Maracanã,PE,2015
5003,2,Santos,Cruzeiro,1x0,Santos,Estádio Urbano Caldeira,MG,2015
5004,2,Joinville,Palmeiras,0x0,Empate,Arena Joinville,SP,2015
5005,2,Ponte Preta,Sao Paulo,1x0,Ponte Preta, Moisés Lucarelli,SP,2015
